similarity,corruption,rank,topK,iter,lambda,weight_u_i,metric,NDCG,Recall@5,tok,weight_i,weight_u,Recall@10,Recall@15,Recall@20,Recall@50
Cosine,0.5,50,,200,0.001,,,"[0.1537, 0.0098]",,20.0,0.5,0.5,,,"[0.1691, 0.0114]",
Cosine,0.5,50,,200,0.001,,,"[0.152, 0.0096]",,20.0,0.6,0.4,,,"[0.1684, 0.0113]",
Cosine,0.5,50,,200,0.001,,,"[0.1534, 0.0098]",,20.0,0.7,0.3,,,"[0.1664, 0.0113]",
Cosine,0.5,50,,200,0.001,,,"[0.1546, 0.0098]",,20.0,0.8,0.2,,,"[0.1677, 0.0114]",
Cosine,0.5,50,,200,0.001,,,"[0.148, 0.0094]",,20.0,0.9,0.1,,,"[0.16, 0.0108]",
Cosine,0.5,50,,200,0.001,,,"[0.1445, 0.0096]",,20.0,1.0,0.0,,,"[0.1556, 0.0111]",
Cosine,0.5,50,,200,0.001,,,"[0.2212, 0.0104]",,50.0,0.0,1.0,,,,"[0.3311, 0.0157]"
Cosine,0.5,50,,200,0.001,,,"[0.2324, 0.011]",,50.0,0.1,0.9,,,,"[0.3459, 0.0169]"
Cosine,0.5,50,,200,0.001,,,"[0.2357, 0.0111]",,50.0,0.2,0.8,,,,"[0.3478, 0.017]"
Cosine,0.5,50,,200,0.001,,,"[0.2324, 0.0113]",,50.0,0.3,0.7,,,,"[0.339, 0.0168]"
Cosine,0.5,50,,200,0.001,,,"[0.2296, 0.0112]",,50.0,0.4,0.6,,,,"[0.3317, 0.0168]"
Cosine,0.5,50,,200,0.001,,,"[0.2306, 0.0115]",,50.0,0.5,0.5,,,,"[0.3263, 0.0169]"
Cosine,0.5,50,,200,0.001,,,"[0.2272, 0.0111]",,50.0,0.6,0.4,,,,"[0.3214, 0.0164]"
Cosine,0.5,50,,200,0.001,,,"[0.2243, 0.0113]",,50.0,0.7,0.3,,,,"[0.3082, 0.0159]"
Cosine,0.5,50,,200,0.001,,,"[0.2201, 0.0113]",,50.0,0.8,0.2,,,,"[0.3016, 0.0157]"
Cosine,0.5,50,,200,0.001,,,"[0.2152, 0.0111]",,50.0,0.9,0.1,,,,"[0.2905, 0.0152]"
Cosine,0.5,50,,200,0.001,,,"[0.2113, 0.0111]",,50.0,1.0,0.0,,,,"[0.2748, 0.0146]"
Cosine,0.2,50,,200,0.01,,,"[0.0688, 0.007]","[0.0508, 0.0059]",5.0,0.0,1.0,,,,
Cosine,0.2,50,,200,0.01,,,"[0.0721, 0.0071]","[0.0511, 0.0055]",5.0,0.1,0.9,,,,
Cosine,0.2,50,,200,0.01,,,"[0.0724, 0.007]","[0.0504, 0.0053]",5.0,0.2,0.8,,,,
Cosine,0.2,50,,200,0.01,,,"[0.0742, 0.0071]","[0.0523, 0.0054]",5.0,0.3,0.7,,,,
Cosine,0.2,50,,200,0.01,,,"[0.0757, 0.0071]","[0.0519, 0.0053]",5.0,0.4,0.6,,,,
Cosine,0.2,50,,200,0.01,,,"[0.0758, 0.007]","[0.0529, 0.0053]",5.0,0.5,0.5,,,,
Cosine,0.2,50,,200,0.01,,,"[0.0754, 0.007]","[0.0524, 0.0053]",5.0,0.6,0.4,,,,
Cosine,0.2,50,,200,0.01,,,"[0.072, 0.0068]","[0.0499, 0.0053]",5.0,0.7,0.3,,,,
Cosine,0.2,50,,200,0.01,,,"[0.0731, 0.0068]","[0.0497, 0.0052]",5.0,0.8,0.2,,,,
Cosine,0.2,50,,200,0.01,,,"[0.072, 0.0066]","[0.0489, 0.005]",5.0,0.9,0.1,,,,
Cosine,0.2,50,,200,0.01,,,"[0.0725, 0.0069]","[0.0482, 0.0051]",5.0,1.0,0.0,,,,
Cosine,0.2,50,,200,0.01,,,"[0.1047, 0.0085]",,10.0,0.0,1.0,"[0.0998, 0.0089]",,,
Cosine,0.2,50,,200,0.01,,,"[0.1055, 0.0084]",,10.0,0.1,0.9,"[0.0971, 0.0085]",,,
Cosine,0.2,50,,200,0.01,,,"[0.1097, 0.0085]",,10.0,0.2,0.8,"[0.1, 0.0084]",,,
Cosine,0.2,50,,200,0.01,,,"[0.1092, 0.0084]",,10.0,0.3,0.7,"[0.0983, 0.0083]",,,
Cosine,0.2,50,,200,0.01,,,"[0.1102, 0.0083]",,10.0,0.4,0.6,"[0.1001, 0.0082]",,,
Cosine,0.2,50,,200,0.01,,,"[0.1096, 0.0083]",,10.0,0.5,0.5,"[0.0999, 0.0082]",,,
Cosine,0.2,50,,200,0.01,,,"[0.1065, 0.008]",,10.0,0.6,0.4,"[0.0969, 0.0079]",,,
Cosine,0.2,50,,200,0.01,,,"[0.1082, 0.0082]",,10.0,0.7,0.3,"[0.097, 0.0081]",,,
Cosine,0.2,50,,200,0.01,,,"[0.1046, 0.008]",,10.0,0.8,0.2,"[0.0927, 0.0079]",,,
Cosine,0.2,50,,200,0.01,,,"[0.1062, 0.0082]",,10.0,0.9,0.1,"[0.0916, 0.0077]",,,
Cosine,0.2,50,,200,0.01,,,"[0.1068, 0.0081]",,10.0,1.0,0.0,"[0.0926, 0.0077]",,,
Cosine,0.2,50,,200,0.01,,,"[0.1267, 0.0091]",,15.0,0.0,1.0,,"[0.1363, 0.0106]",,
Cosine,0.2,50,,200,0.01,,,"[0.1305, 0.0093]",,15.0,0.1,0.9,,"[0.1381, 0.0106]",,
Cosine,0.2,50,,200,0.01,,,"[0.1316, 0.0092]",,15.0,0.2,0.8,,"[0.138, 0.0103]",,
Cosine,0.2,50,,200,0.01,,,"[0.1311, 0.0091]",,15.0,0.3,0.7,,"[0.1377, 0.0103]",,
Cosine,0.2,50,,200,0.01,,,"[0.1338, 0.0092]",,15.0,0.4,0.6,,"[0.1385, 0.0101]",,
Cosine,0.2,50,,200,0.01,,,"[0.1328, 0.0091]",,15.0,0.5,0.5,,"[0.1365, 0.0099]",,
Cosine,0.2,50,,200,0.01,,,"[0.1352, 0.0091]",,15.0,0.6,0.4,,"[0.1395, 0.0099]",,
Cosine,0.2,50,,200,0.01,,,"[0.1314, 0.0089]",,15.0,0.7,0.3,,"[0.1351, 0.0098]",,
Cosine,0.2,50,,200,0.01,,,"[0.1338, 0.0088]",,15.0,0.8,0.2,,"[0.1359, 0.0096]",,
Cosine,0.2,50,,200,0.01,,,"[0.1319, 0.0091]",,15.0,0.9,0.1,,"[0.1331, 0.0099]",,
Cosine,0.2,50,,200,0.01,,,"[0.1293, 0.0087]",,15.0,1.0,0.0,,"[0.1319, 0.0096]",,
Cosine,0.2,50,,200,0.01,,,"[0.1479, 0.0096]",,20.0,0.0,1.0,,,"[0.1742, 0.012]",
Cosine,0.2,50,,200,0.01,,,"[0.1521, 0.0098]",,20.0,0.1,0.9,,,"[0.1777, 0.0123]",
Cosine,0.2,50,,200,0.01,,,"[0.1545, 0.0099]",,20.0,0.2,0.8,,,"[0.1765, 0.012]",
Cosine,0.2,50,,200,0.01,,,"[0.1527, 0.0097]",,20.0,0.3,0.7,,,"[0.1752, 0.012]",
Cosine,0.2,50,,200,0.01,,,"[0.1505, 0.0095]",,20.0,0.4,0.6,,,"[0.17, 0.0114]",
Cosine,0.2,50,,200,0.01,,,"[0.1559, 0.0098]",,20.0,0.5,0.5,,,"[0.1754, 0.0118]",
Cosine,0.2,50,,200,0.01,,,"[0.1505, 0.0094]",,20.0,0.6,0.4,,,"[0.1705, 0.0114]",
Cosine,0.2,50,,200,0.01,,,"[0.1505, 0.0096]",,20.0,0.7,0.3,,,"[0.1665, 0.0112]",
Cosine,0.2,50,,200,0.01,,,"[0.1503, 0.0095]",,20.0,0.8,0.2,,,"[0.1672, 0.0112]",
Cosine,0.2,50,,200,0.01,,,"[0.1509, 0.0095]",,20.0,0.9,0.1,,,"[0.1653, 0.0111]",
Cosine,0.2,50,,200,0.01,,,"[0.1437, 0.0091]",,20.0,1.0,0.0,,,"[0.1552, 0.0104]",
Cosine,0.2,50,,200,0.01,,,"[0.2199, 0.0105]",,50.0,0.0,1.0,,,,"[0.3299, 0.0156]"
Cosine,0.2,50,,200,0.01,,,"[0.2331, 0.011]",,50.0,0.1,0.9,,,,"[0.3487, 0.0169]"
Cosine,0.2,50,,200,0.01,,,"[0.2309, 0.011]",,50.0,0.2,0.8,,,,"[0.3429, 0.0168]"
Cosine,0.2,50,,200,0.01,,,"[0.2325, 0.0113]",,50.0,0.3,0.7,,,,"[0.3404, 0.0171]"
Cosine,0.2,50,,200,0.01,,,"[0.2334, 0.0114]",,50.0,0.4,0.6,,,,"[0.3391, 0.017]"
Cosine,0.2,50,,200,0.01,,,"[0.2284, 0.0113]",,50.0,0.5,0.5,,,,"[0.3291, 0.0168]"
Cosine,0.2,50,,200,0.01,,,"[0.2311, 0.0113]",,50.0,0.6,0.4,,,,"[0.3303, 0.0168]"
Cosine,0.2,50,,200,0.01,,,"[0.2237, 0.0112]",,50.0,0.7,0.3,,,,"[0.3152, 0.0162]"
Cosine,0.2,50,,200,0.01,,,"[0.2198, 0.0112]",,50.0,0.8,0.2,,,,"[0.3079, 0.016]"
Cosine,0.2,50,,200,0.01,,,"[0.2158, 0.0111]",,50.0,0.9,0.1,,,,"[0.294, 0.0154]"
Cosine,0.2,50,,200,0.01,,,"[0.2126, 0.0112]",,50.0,1.0,0.0,,,,"[0.2817, 0.0149]"
Cosine,0.3,50,,200,0.01,,,"[0.0671, 0.0069]","[0.0491, 0.0058]",5.0,0.0,1.0,,,,
Cosine,0.3,50,,200,0.01,,,"[0.072, 0.0071]","[0.0506, 0.0055]",5.0,0.1,0.9,,,,
Cosine,0.3,50,,200,0.01,,,"[0.0748, 0.0073]","[0.0529, 0.0057]",5.0,0.2,0.8,,,,
Cosine,0.3,50,,200,0.01,,,"[0.075, 0.0072]","[0.0526, 0.0056]",5.0,0.3,0.7,,,,
Cosine,0.3,50,,200,0.01,,,"[0.0753, 0.0071]","[0.0531, 0.0055]",5.0,0.4,0.6,,,,
Cosine,0.3,50,,200,0.01,,,"[0.0742, 0.0069]","[0.0512, 0.0053]",5.0,0.5,0.5,,,,
Cosine,0.3,50,,200,0.01,,,"[0.0738, 0.007]","[0.051, 0.0053]",5.0,0.6,0.4,,,,
Cosine,0.3,50,,200,0.01,,,"[0.0726, 0.0068]","[0.0488, 0.0051]",5.0,0.7,0.3,,,,
Cosine,0.3,50,,200,0.01,,,"[0.0725, 0.0069]","[0.0493, 0.0052]",5.0,0.8,0.2,,,,
Cosine,0.3,50,,200,0.01,,,"[0.0755, 0.007]","[0.0502, 0.0052]",5.0,0.9,0.1,,,,
Cosine,0.3,50,,200,0.01,,,"[0.0728, 0.0068]","[0.0499, 0.0053]",5.0,1.0,0.0,,,,
Cosine,0.3,50,,200,0.01,,,"[0.0997, 0.0083]",,10.0,0.0,1.0,"[0.0953, 0.0087]",,,
Cosine,0.3,50,,200,0.01,,,"[0.1037, 0.0084]",,10.0,0.1,0.9,"[0.0946, 0.0083]",,,
Cosine,0.3,50,,200,0.01,,,"[0.108, 0.0084]",,10.0,0.2,0.8,"[0.0991, 0.0084]",,,
Cosine,0.3,50,,200,0.01,,,"[0.11, 0.0085]",,10.0,0.3,0.7,"[0.1001, 0.0083]",,,
Cosine,0.3,50,,200,0.01,,,"[0.1107, 0.0084]",,10.0,0.4,0.6,"[0.1007, 0.0083]",,,
Cosine,0.3,50,,200,0.01,,,"[0.1099, 0.0084]",,10.0,0.5,0.5,"[0.0977, 0.0081]",,,
Cosine,0.3,50,,200,0.01,,,"[0.1073, 0.0082]",,10.0,0.6,0.4,"[0.0971, 0.008]",,,
Cosine,0.3,50,,200,0.01,,,"[0.1058, 0.0081]",,10.0,0.7,0.3,"[0.0954, 0.008]",,,
Cosine,0.3,50,,200,0.01,,,"[0.1115, 0.0085]",,10.0,0.8,0.2,"[0.0998, 0.0082]",,,
Cosine,0.3,50,,200,0.01,,,"[0.1058, 0.0082]",,10.0,0.9,0.1,"[0.0926, 0.0078]",,,
Cosine,0.3,50,,200,0.01,,,"[0.1033, 0.0079]",,10.0,1.0,0.0,"[0.0901, 0.0076]",,,
Cosine,0.3,50,,200,0.01,,,"[0.128, 0.0092]",,15.0,0.0,1.0,,"[0.1372, 0.0106]",,
Cosine,0.3,50,,200,0.01,,,"[0.1316, 0.0093]",,15.0,0.1,0.9,,"[0.1395, 0.0107]",,
Cosine,0.3,50,,200,0.01,,,"[0.1319, 0.0094]",,15.0,0.2,0.8,,"[0.1373, 0.0105]",,
Cosine,0.3,50,,200,0.01,,,"[0.1346, 0.0092]",,15.0,0.3,0.7,,"[0.1389, 0.0102]",,
Cosine,0.3,50,,200,0.01,,,"[0.1349, 0.0094]",,15.0,0.4,0.6,,"[0.138, 0.0102]",,
Cosine,0.3,50,,200,0.01,,,"[0.1308, 0.0089]",,15.0,0.5,0.5,,"[0.1346, 0.01]",,
Cosine,0.3,50,,200,0.01,,,"[0.1342, 0.009]",,15.0,0.6,0.4,,"[0.1376, 0.0099]",,
Cosine,0.3,50,,200,0.01,,,"[0.132, 0.0089]",,15.0,0.7,0.3,,"[0.1342, 0.0097]",,
Cosine,0.3,50,,200,0.01,,,"[0.1302, 0.0091]",,15.0,0.8,0.2,,"[0.1335, 0.0102]",,
Cosine,0.3,50,,200,0.01,,,"[0.1351, 0.0092]",,15.0,0.9,0.1,,"[0.1353, 0.0098]",,
Cosine,0.3,50,,200,0.01,,,"[0.1315, 0.0092]",,15.0,1.0,0.0,,"[0.1312, 0.0099]",,
Cosine,0.3,50,,200,0.01,,,"[0.1474, 0.0096]",,20.0,0.0,1.0,,,"[0.1755, 0.0122]",
Cosine,0.3,50,,200,0.01,,,"[0.1528, 0.0098]",,20.0,0.1,0.9,,,"[0.1796, 0.0123]",
Cosine,0.3,50,,200,0.01,,,"[0.1529, 0.0098]",,20.0,0.2,0.8,,,"[0.1765, 0.012]",
Cosine,0.3,50,,200,0.01,,,"[0.1536, 0.0099]",,20.0,0.3,0.7,,,"[0.1727, 0.0119]",
Cosine,0.3,50,,200,0.01,,,"[0.1532, 0.0098]",,20.0,0.4,0.6,,,"[0.1721, 0.0116]",
Cosine,0.3,50,,200,0.01,,,"[0.1564, 0.0098]",,20.0,0.5,0.5,,,"[0.1752, 0.0116]",
Cosine,0.3,50,,200,0.01,,,"[0.1514, 0.0097]",,20.0,0.6,0.4,,,"[0.1679, 0.0114]",
Cosine,0.3,50,,200,0.01,,,"[0.1496, 0.0093]",,20.0,0.7,0.3,,,"[0.1665, 0.0111]",
Cosine,0.3,50,,200,0.01,,,"[0.1548, 0.0098]",,20.0,0.8,0.2,,,"[0.1704, 0.0114]",
Cosine,0.3,50,,200,0.01,,,"[0.1504, 0.0095]",,20.0,0.9,0.1,,,"[0.1647, 0.0112]",
Cosine,0.3,50,,200,0.01,,,"[0.1507, 0.0095]",,20.0,1.0,0.0,,,"[0.1639, 0.011]",
Cosine,0.3,50,,200,0.01,,,"[0.2208, 0.0104]",,50.0,0.0,1.0,,,,"[0.3311, 0.0156]"
Cosine,0.3,50,,200,0.01,,,"[0.2304, 0.011]",,50.0,0.1,0.9,,,,"[0.3445, 0.0168]"
Cosine,0.3,50,,200,0.01,,,"[0.2323, 0.0111]",,50.0,0.2,0.8,,,,"[0.3451, 0.0169]"
Cosine,0.3,50,,200,0.01,,,"[0.2348, 0.0111]",,50.0,0.3,0.7,,,,"[0.346, 0.0171]"
Cosine,0.3,50,,200,0.01,,,"[0.2288, 0.0112]",,50.0,0.4,0.6,,,,"[0.3343, 0.0169]"
Cosine,0.3,50,,200,0.01,,,"[0.2292, 0.0114]",,50.0,0.5,0.5,,,,"[0.3305, 0.017]"
Cosine,0.3,50,,200,0.01,,,"[0.2282, 0.0112]",,50.0,0.6,0.4,,,,"[0.3253, 0.0166]"
Cosine,0.3,50,,200,0.01,,,"[0.2232, 0.0113]",,50.0,0.7,0.3,,,,"[0.3096, 0.0161]"
Cosine,0.3,50,,200,0.01,,,"[0.2187, 0.011]",,50.0,0.8,0.2,,,,"[0.3041, 0.0156]"
Cosine,0.3,50,,200,0.01,,,"[0.2191, 0.0114]",,50.0,0.9,0.1,,,,"[0.2944, 0.0155]"
Cosine,0.3,50,,200,0.01,,,"[0.2132, 0.0113]",,50.0,1.0,0.0,,,,"[0.2871, 0.0153]"
Cosine,0.4,50,,200,0.01,,,"[0.0666, 0.0069]","[0.0494, 0.0058]",5.0,0.0,1.0,,,,
Cosine,0.4,50,,200,0.01,,,"[0.0724, 0.0073]","[0.0517, 0.0058]",5.0,0.1,0.9,,,,
Cosine,0.4,50,,200,0.01,,,"[0.0743, 0.0072]","[0.0527, 0.0057]",5.0,0.2,0.8,,,,
Cosine,0.4,50,,200,0.01,,,"[0.0749, 0.0071]","[0.0533, 0.0055]",5.0,0.3,0.7,,,,
Cosine,0.4,50,,200,0.01,,,"[0.0747, 0.007]","[0.0521, 0.0054]",5.0,0.4,0.6,,,,
Cosine,0.4,50,,200,0.01,,,"[0.0744, 0.0069]","[0.0517, 0.0052]",5.0,0.5,0.5,,,,
Cosine,0.4,50,,200,0.01,,,"[0.0747, 0.0069]","[0.0511, 0.0052]",5.0,0.6,0.4,,,,
Cosine,0.4,50,,200,0.01,,,"[0.075, 0.0069]","[0.0527, 0.0054]",5.0,0.7,0.3,,,,
Cosine,0.4,50,,200,0.01,,,"[0.0715, 0.0068]","[0.0482, 0.0051]",5.0,0.8,0.2,,,,
Cosine,0.4,50,,200,0.01,,,"[0.0751, 0.0069]","[0.051, 0.0052]",5.0,0.9,0.1,,,,
Cosine,0.4,50,,200,0.01,,,"[0.0756, 0.0071]","[0.0504, 0.0053]",5.0,1.0,0.0,,,,
Cosine,0.4,50,,200,0.01,,,"[0.1004, 0.0083]",,10.0,0.0,1.0,"[0.0958, 0.0088]",,,
Cosine,0.4,50,,200,0.01,,,"[0.1025, 0.0083]",,10.0,0.1,0.9,"[0.0935, 0.0084]",,,
Cosine,0.4,50,,200,0.01,,,"[0.1075, 0.0085]",,10.0,0.2,0.8,"[0.0962, 0.0083]",,,
Cosine,0.4,50,,200,0.01,,,"[0.1081, 0.0084]",,10.0,0.3,0.7,"[0.097, 0.0082]",,,
Cosine,0.4,50,,200,0.01,,,"[0.11, 0.0085]",,10.0,0.4,0.6,"[0.0984, 0.0082]",,,
Cosine,0.4,50,,200,0.01,,,"[0.1094, 0.0083]",,10.0,0.5,0.5,"[0.0987, 0.0082]",,,
Cosine,0.4,50,,200,0.01,,,"[0.1084, 0.0083]",,10.0,0.6,0.4,"[0.0975, 0.0081]",,,
Cosine,0.4,50,,200,0.01,,,"[0.1105, 0.0083]",,10.0,0.7,0.3,"[0.097, 0.0079]",,,
Cosine,0.4,50,,200,0.01,,,"[0.109, 0.0082]",,10.0,0.8,0.2,"[0.0966, 0.0079]",,,
Cosine,0.4,50,,200,0.01,,,"[0.1105, 0.0082]",,10.0,0.9,0.1,"[0.0968, 0.0079]",,,
Cosine,0.4,50,,200,0.01,,,"[0.1061, 0.0081]",,10.0,1.0,0.0,"[0.0932, 0.0079]",,,
Cosine,0.4,50,,200,0.01,,,"[0.1281, 0.0092]",,15.0,0.0,1.0,,"[0.1393, 0.0108]",,
Cosine,0.4,50,,200,0.01,,,"[0.1288, 0.0092]",,15.0,0.1,0.9,,"[0.1355, 0.0104]",,
Cosine,0.4,50,,200,0.01,,,"[0.1296, 0.0092]",,15.0,0.2,0.8,,"[0.1344, 0.0102]",,
Cosine,0.4,50,,200,0.01,,,"[0.1318, 0.0092]",,15.0,0.3,0.7,,"[0.1363, 0.0102]",,
Cosine,0.4,50,,200,0.01,,,"[0.1331, 0.0092]",,15.0,0.4,0.6,,"[0.135, 0.0099]",,
Cosine,0.4,50,,200,0.01,,,"[0.1357, 0.0093]",,15.0,0.5,0.5,,"[0.1376, 0.0101]",,
Cosine,0.4,50,,200,0.01,,,"[0.1371, 0.0093]",,15.0,0.6,0.4,,"[0.1398, 0.0102]",,
Cosine,0.4,50,,200,0.01,,,"[0.1342, 0.0092]",,15.0,0.7,0.3,,"[0.1353, 0.0099]",,
Cosine,0.4,50,,200,0.01,,,"[0.1329, 0.0092]",,15.0,0.8,0.2,,"[0.1337, 0.0099]",,
Cosine,0.4,50,,200,0.01,,,"[0.1315, 0.009]",,15.0,0.9,0.1,,"[0.1287, 0.0094]",,
Cosine,0.4,50,,200,0.01,,,"[0.1318, 0.009]",,15.0,1.0,0.0,,"[0.1306, 0.0097]",,
Cosine,0.4,50,,200,0.01,,,"[0.1484, 0.0096]",,20.0,0.0,1.0,,,"[0.1751, 0.0121]",
Cosine,0.4,50,,200,0.01,,,"[0.152, 0.0098]",,20.0,0.1,0.9,,,"[0.1761, 0.0123]",
Cosine,0.4,50,,200,0.01,,,"[0.1536, 0.0098]",,20.0,0.2,0.8,,,"[0.1766, 0.012]",
Cosine,0.4,50,,200,0.01,,,"[0.1532, 0.0099]",,20.0,0.3,0.7,,,"[0.172, 0.0118]",
Cosine,0.4,50,,200,0.01,,,"[0.1515, 0.0096]",,20.0,0.4,0.6,,,"[0.1709, 0.0114]",
Cosine,0.4,50,,200,0.01,,,"[0.1524, 0.0095]",,20.0,0.5,0.5,,,"[0.1704, 0.0113]",
Cosine,0.4,50,,200,0.01,,,"[0.1513, 0.0096]",,20.0,0.6,0.4,,,"[0.1681, 0.0114]",
Cosine,0.4,50,,200,0.01,,,"[0.1533, 0.0097]",,20.0,0.7,0.3,,,"[0.1687, 0.0114]",
Cosine,0.4,50,,200,0.01,,,"[0.1512, 0.0096]",,20.0,0.8,0.2,,,"[0.1642, 0.011]",
Cosine,0.4,50,,200,0.01,,,"[0.1516, 0.0095]",,20.0,0.9,0.1,,,"[0.1645, 0.011]",
Cosine,0.4,50,,200,0.01,,,"[0.147, 0.0096]",,20.0,1.0,0.0,,,"[0.1584, 0.0109]",
Cosine,0.4,50,,200,0.01,,,"[0.2244, 0.0106]",,50.0,0.0,1.0,,,,"[0.3347, 0.0158]"
Cosine,0.4,50,,200,0.01,,,"[0.2352, 0.011]",,50.0,0.1,0.9,,,,"[0.3511, 0.0167]"
Cosine,0.4,50,,200,0.01,,,"[0.2336, 0.0112]",,50.0,0.2,0.8,,,,"[0.3455, 0.017]"
Cosine,0.4,50,,200,0.01,,,"[0.2339, 0.0112]",,50.0,0.3,0.7,,,,"[0.3437, 0.017]"
Cosine,0.4,50,,200,0.01,,,"[0.2301, 0.0112]",,50.0,0.4,0.6,,,,"[0.3324, 0.0167]"
Cosine,0.4,50,,200,0.01,,,"[0.2297, 0.0113]",,50.0,0.5,0.5,,,,"[0.331, 0.017]"
Cosine,0.4,50,,200,0.01,,,"[0.2262, 0.0113]",,50.0,0.6,0.4,,,,"[0.322, 0.0167]"
Cosine,0.4,50,,200,0.01,,,"[0.2218, 0.0113]",,50.0,0.7,0.3,,,,"[0.3105, 0.0164]"
Cosine,0.4,50,,200,0.01,,,"[0.2234, 0.0114]",,50.0,0.8,0.2,,,,"[0.3083, 0.0161]"
Cosine,0.4,50,,200,0.01,,,"[0.2172, 0.0113]",,50.0,0.9,0.1,,,,"[0.2962, 0.0157]"
Cosine,0.4,50,,200,0.01,,,"[0.2115, 0.0111]",,50.0,1.0,0.0,,,,"[0.2851, 0.0152]"
Cosine,0.5,50,,200,0.01,,,"[0.0667, 0.0068]","[0.0496, 0.0058]",5.0,0.0,1.0,,,,
Cosine,0.5,50,,200,0.01,,,"[0.0727, 0.0073]","[0.051, 0.0058]",5.0,0.1,0.9,,,,
Cosine,0.5,50,,200,0.01,,,"[0.0727, 0.0071]","[0.0508, 0.0055]",5.0,0.2,0.8,,,,
Cosine,0.5,50,,200,0.01,,,"[0.0758, 0.0072]","[0.0544, 0.0057]",5.0,0.3,0.7,,,,
Cosine,0.5,50,,200,0.01,,,"[0.0765, 0.0072]","[0.0547, 0.0056]",5.0,0.4,0.6,,,,
Cosine,0.5,50,,200,0.01,,,"[0.0754, 0.007]","[0.0518, 0.0053]",5.0,0.5,0.5,,,,
Cosine,0.5,50,,200,0.01,,,"[0.0738, 0.0069]","[0.0507, 0.0052]",5.0,0.6,0.4,,,,
Cosine,0.5,50,,200,0.01,,,"[0.076, 0.0071]","[0.0528, 0.0055]",5.0,0.7,0.3,,,,
Cosine,0.5,50,,200,0.01,,,"[0.0797, 0.0071]","[0.0541, 0.0054]",5.0,0.8,0.2,,,,
Cosine,0.5,50,,200,0.01,,,"[0.0758, 0.007]","[0.0512, 0.0052]",5.0,0.9,0.1,,,,
Cosine,0.5,50,,200,0.01,,,"[0.0747, 0.0069]","[0.0507, 0.0053]",5.0,1.0,0.0,,,,
Cosine,0.5,50,,200,0.01,,,"[0.1004, 0.0083]",,10.0,0.0,1.0,"[0.0958, 0.0088]",,,
Cosine,0.5,50,,200,0.01,,,"[0.1039, 0.0085]",,10.0,0.1,0.9,"[0.0938, 0.0084]",,,
Cosine,0.5,50,,200,0.01,,,"[0.1059, 0.0084]",,10.0,0.2,0.8,"[0.0951, 0.0082]",,,
Cosine,0.5,50,,200,0.01,,,"[0.1073, 0.0085]",,10.0,0.3,0.7,"[0.0951, 0.0082]",,,
Cosine,0.5,50,,200,0.01,,,"[0.1112, 0.0085]",,10.0,0.4,0.6,"[0.1004, 0.0083]",,,
Cosine,0.5,50,,200,0.01,,,"[0.108, 0.0084]",,10.0,0.5,0.5,"[0.0962, 0.0081]",,,
Cosine,0.5,50,,200,0.01,,,"[0.1096, 0.0083]",,10.0,0.6,0.4,"[0.0984, 0.0083]",,,
Cosine,0.5,50,,200,0.01,,,"[0.1087, 0.0082]",,10.0,0.7,0.3,"[0.0959, 0.0079]",,,
Cosine,0.5,50,,200,0.01,,,"[0.1093, 0.0083]",,10.0,0.8,0.2,"[0.0953, 0.0079]",,,
Cosine,0.5,50,,200,0.01,,,"[0.1055, 0.0081]",,10.0,0.9,0.1,"[0.0924, 0.0078]",,,
Cosine,0.5,50,,200,0.01,,,"[0.1054, 0.0082]",,10.0,1.0,0.0,"[0.0913, 0.0078]",,,
Cosine,0.5,50,,200,0.01,,,"[0.1226, 0.009]",,15.0,0.0,1.0,,"[0.1334, 0.0106]",,
Cosine,0.5,50,,200,0.01,,,"[0.1309, 0.0093]",,15.0,0.1,0.9,,"[0.1378, 0.0106]",,
Cosine,0.5,50,,200,0.01,,,"[0.1299, 0.0094]",,15.0,0.2,0.8,,"[0.1339, 0.0104]",,
Cosine,0.5,50,,200,0.01,,,"[0.1325, 0.0095]",,15.0,0.3,0.7,,"[0.1347, 0.0103]",,
Cosine,0.5,50,,200,0.01,,,"[0.131, 0.0092]",,15.0,0.4,0.6,,"[0.1335, 0.0099]",,
Cosine,0.5,50,,200,0.01,,,"[0.1347, 0.0092]",,15.0,0.5,0.5,,"[0.1374, 0.01]",,
Cosine,0.5,50,,200,0.01,,,"[0.1362, 0.0092]",,15.0,0.6,0.4,,"[0.1357, 0.0098]",,
Cosine,0.5,50,,200,0.01,,,"[0.1314, 0.009]",,15.0,0.7,0.3,,"[0.1331, 0.0098]",,
Cosine,0.5,50,,200,0.01,,,"[0.1304, 0.009]",,15.0,0.8,0.2,,"[0.1299, 0.0096]",,
Cosine,0.5,50,,200,0.01,,,"[0.1342, 0.0092]",,15.0,0.9,0.1,,"[0.1326, 0.0098]",,
Cosine,0.5,50,,200,0.01,,,"[0.13, 0.0089]",,15.0,1.0,0.0,,"[0.1293, 0.0096]",,
Cosine,0.5,50,,200,0.01,,,"[0.1498, 0.0097]",,20.0,0.0,1.0,,,"[0.1771, 0.0122]",
Cosine,0.5,50,,200,0.01,,,"[0.1497, 0.0098]",,20.0,0.1,0.9,,,"[0.1732, 0.0122]",
Cosine,0.5,50,,200,0.01,,,"[0.1512, 0.01]",,20.0,0.2,0.8,,,"[0.1721, 0.012]",
